StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q0,Q14,Q12,Q15,Q16,Q17,Q18,Q19,Q1,Q4,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q10,MTurkCode
2019-04-15 08:13:54,2019-04-15 08:19:07,IP Address,165.225.34.151,100,312,True,2019-04-15 08:19:07,R_1i3ca3yj2Wg3Cez,,,,,32.7787017822265625,-96.8217010498046875,anonymous,EN,I consent,7,0-7-9249-9002-8809-R,Yes,Yes,Yes,Moderately satisfied,Slightly intuitive,Female,35 - 44,No,White,4 year degree,Never married,Employed full time,"$100,000 - $149,999",Right,12020,4656945
2019-04-15 08:16:33,2019-04-15 08:19:17,IP Address,82.36.221.78,100,164,True,2019-04-15 08:19:18,R_eRMr1aQeObmlBcd,,,,,51.55059814453125,-0.1873016357421875,anonymous,EN,I consent,7,0-5-6615-8527-4822-L,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Male,18 - 24,No,White,4 year degree,Never married,Student,"$10,000 - $19,999",Right,na,2465950
2019-04-15 08:16:33,2019-04-15 08:22:54,IP Address,170.244.29.121,100,381,True,2019-04-15 08:22:54,R_3oYNJZWlSWOTUnS,,,,,-24.05889892578125,-46.8455963134765625,anonymous,EN,I consent,2,2-5-14712-9737-1555337967247-R,Yes,Yes,No,Extremely satisfied,Extremely intuitive,Male,18 - 24,Yes,White,4 year degree,Married,Unemployed looking for work,"$20,000 - $29,999",Right,na,80713390
2019-04-15 08:19:21,2019-04-15 08:23:06,IP Address,205.222.248.235,100,225,True,2019-04-15 08:23:07,R_2YnDh3PkFRJkH7t,,,,,39.0370025634765625,-77.04119873046875,anonymous,EN,I consent,7,4-1-7488-5009-17657-R,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Female,35 - 44,No,White,Professional degree,Married,Employed full time,"$70,000 - $79,999",Right,20905,19263957
2019-04-15 08:19:55,2019-04-15 08:23:59,IP Address,85.152.169.96,100,244,True,2019-04-15 08:23:59,R_1TTX24iCpVvm4AV,,,,,43.53570556640625,-5.6614990234375,anonymous,EN,I consent,2,0-5-4936-5057-5050-R,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Male,35 - 44,No,White,4 year degree,Never married,Employed full time,"$10,000 - $19,999",Right,na,88300167
2019-04-15 08:17:55,2019-04-15 08:27:18,IP Address,68.81.42.79,100,562,True,2019-04-15 08:27:18,R_dm7LaJmjgRKXPrz,,,,,40.265899658203125,-75.38829803466796875,anonymous,EN,I consent,2,0-5-26051-138279-13247-R,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Female,55 - 64,No,White,Doctorate,Married,Disabled,"More than $150,000",Right,19438,71090836
2019-04-15 08:28:56,2019-04-15 08:35:00,IP Address,174.1.109.93,100,364,True,2019-04-15 08:35:01,R_tSNdTiFELkEHU4x,,,,,49.0791015625,-122.7552947998046875,anonymous,EN,I consent,2,6-0-29600-11976-11728-R,Yes,Yes,Yes,Slightly dissatisfied,Very intuitive,Male,35 - 44,No,Asian,Professional degree,Married,Employed full time,"$70,000 - $79,999",Right,98012,67383681
2019-04-15 08:33:13,2019-04-15 08:39:41,IP Address,46.94.173.127,100,387,True,2019-04-15 08:39:41,R_1QJUNYwNF0m6fGR,,,,,51.466094970703125,7.2490997314453125,anonymous,EN,I consent,2,0-5-14067-9701-15129-R,Yes,Yes,Yes,Extremely satisfied,Very intuitive,Female,18 - 24,No,White,Some college,Never married,Student,"$20,000 - $29,999",Right,na,56889256
2019-04-15 08:36:40,2019-04-15 08:46:55,IP Address,93.65.215.92,100,615,True,2019-04-15 08:46:56,R_27W08TwAROKEWjF,,,,,40.6417999267578125,15.8079071044921875,anonymous,EN,I consent,2,0-5-28847-16305-10872-L,Yes,Yes,Yes,Moderately satisfied,Extremely intuitive,Male,35 - 44,No,White,4 year degree,Married,Employed part time,"$20,000 - $29,999",Right,na,34604732
2019-04-15 08:42:54,2019-04-15 08:47:00,IP Address,35.20.182.111,100,246,True,2019-04-15 08:47:01,R_yCKlsxKQDhbQrOF,,,,,42.7306976318359375,-84.48529815673828125,anonymous,EN,I consent,2,5-0-4750-5288-18932-R,Yes,Yes,Yes,Neither satisfied nor dissatisfied,Slightly intuitive,Male,25 - 34,No,White,Professional degree,Never married,Employed full time,"$20,000 - $29,999",Left,48910,19014859
2019-04-15 08:38:04,2019-04-15 08:51:51,IP Address,157.50.4.48,100,826,True,2019-04-15 08:51:51,R_2axlka5DitkeWA0,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,20,5-1-13641-7274-7353-L,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Male,25 - 34,No,Asian,4 year degree,Never married,Employed full time,"$30,000 - $39,999",Left,60644,70979132
2019-04-15 08:47:28,2019-04-15 08:54:22,IP Address,74.90.48.108,100,413,True,2019-04-15 08:54:23,R_0k2KQCbTawfSfVn,,,,,41.25830078125,-73.94120025634765625,anonymous,EN,I consent,2,8-1-7952-10625-4960-L,Yes,Yes,Yes,Neither satisfied nor dissatisfied,Very intuitive,Female,35 - 44,No,White,2 year degree,Married,Employed part time,"$90,000 - $99,999",Right,10511,1961490
2019-04-15 08:53:03,2019-04-15 08:57:06,IP Address,49.145.135.75,100,243,True,2019-04-15 08:57:06,R_3ksUNDmkjezrL5n,,,,,10.3101043701171875,123.892913818359375,anonymous,EN,I consent,2,0-6-8392-9840-6833-R,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Male,18 - 24,No,White,Some college,Never married,Employed full time,"Less than $10,000",Right,na,44541755
2019-04-15 08:48:52,2019-04-15 09:00:56,IP Address,186.65.117.46,100,724,True,2019-04-15 09:00:57,R_2aV6dq0PPhzXt5x,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,I consent,19,1-5-32289-10337-7162-R,No,No,No,Extremely satisfied,Very intuitive,Male,35 - 44,No,White,2 year degree,Married,Employed full time,"$50,000 - $59,999",Right,48888,74248679
2019-04-15 08:56:29,2019-04-15 09:03:50,IP Address,157.51.85.40,100,440,True,2019-04-15 09:03:51,R_2dRC0ORa7ZoZW7z,,,,,11.100006103515625,77.350006103515625,anonymous,EN,I consent,19,0-6-6920-7545-6473-L,Yes,Yes,Yes,Moderately satisfied,Extremely intuitive,Female,25 - 34,No,Other,Professional degree,Never married,Employed part time,"Less than $10,000",Right,na,88000737
2019-04-15 09:15:00,2019-04-15 09:20:03,IP Address,67.247.23.135,100,302,True,2019-04-15 09:20:03,R_2v5KH2NYBJQO0AX,,,,,40.7259979248046875,-73.84799957275390625,anonymous,EN,I consent,19,7-0-10087-17333-8118-R,Yes,Yes,Yes,Extremely dissatisfied,Not intuitive at all,Male,25 - 34,No,Asian,4 year degree,Never married,Employed full time,"$80,000 - $89,999",Right,11375,78741285
2019-04-15 09:30:06,2019-04-15 09:36:17,IP Address,171.49.165.137,100,371,True,2019-04-15 09:36:18,R_2RadPjvcoKU5eaw,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,5,2-5-6049-4970-4096-R,Yes,Yes,No,Extremely satisfied,Extremely intuitive,Male,25 - 34,No,Asian,4 year degree,Never married,Employed full time,"$90,000 - $99,999",Right,na,15893130
2019-04-15 09:34:04,2019-04-15 09:39:57,IP Address,107.207.112.237,100,353,True,2019-04-15 09:39:57,R_1q1yyImrFIAfH4j,,,,,26.7382965087890625,-80.2760009765625,anonymous,EN,I consent,2,0-5-9552-8785-9724-R,Yes,Yes,Yes,Extremely satisfied,Very intuitive,Male,25 - 34,No,White,4 year degree,Never married,Unemployed not looking for work,"$50,000 - $59,999",Right,33470,37938390
2019-04-15 09:33:47,2019-04-15 09:42:50,IP Address,174.118.205.206,100,542,True,2019-04-15 09:42:50,R_3GfyvWlRdfFMuPC,,,,,43.4105987548828125,-80.5010986328125,anonymous,EN,I consent,2,0-11-3873-7106-4106-L,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Female,18 - 24,No,White,Some college,Never married,Employed full time,"$20,000 - $29,999",Right,na,67595587
2019-04-15 09:38:48,2019-04-15 09:43:45,IP Address,162.27.165.130,100,296,True,2019-04-15 09:43:45,R_1ALvBi6dvkvihZT,,,,,41.6790008544921875,-88.14029693603515625,anonymous,EN,I consent,2,5-1-15600-22568-10379-L,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Male,35 - 44,No,White,2 year degree,Married,Employed full time,"$60,000 - $69,999",Right,61761,76802863
2019-04-11 19:07:18,2019-04-15 09:45:04,IP Address,157.49.228.248,100,311866,True,2019-04-15 09:45:05,R_ThfhLXR3h7lp5IZ,,,,,12.983306884765625,77.58331298828125,anonymous,EN,I consent,2,10-10-13961-8298-7978-L,No,No,No,Extremely satisfied,Very intuitive,Male,25 - 34,No,Asian,4 year degree,Never married,Employed full time,"Less than $10,000",Right,na,5762490
2019-04-15 09:42:16,2019-04-15 09:46:06,IP Address,150.217.19.70,100,230,True,2019-04-15 09:46:07,R_1IobYZRR7E7Esjs,,,,,43.779296875,11.246307373046875,anonymous,EN,I consent,2,0-5-10286-8070-7184-L,Yes,Yes,Yes,Slightly satisfied,Moderately intuitive,Male,35 - 44,No,White,Doctorate,Never married,Employed full time,"$20,000 - $29,999",Right,na,44601482
2019-04-15 09:41:15,2019-04-15 09:54:37,IP Address,109.76.6.53,100,802,True,2019-04-15 09:54:37,R_2YndCN1uLPW0Lfv,,,,,53.33380126953125,-6.2487945556640625,anonymous,EN,I consent,2,9-1-29918-23644-111901-L,Yes,Yes,Yes,Slightly dissatisfied,Moderately intuitive,Male,35 - 44,No,White,2 year degree,Married,Employed full time,"$40,000 - $49,999",Right,Na,37325854
2019-04-15 09:50:56,2019-04-15 09:57:08,IP Address,96.28.84.9,100,371,True,2019-04-15 09:57:08,R_2Baspg8scDqnJXA,,,,,37.8867950439453125,-84.56670379638671875,anonymous,EN,I consent,2,5-2-17551-11534-10722-R,Yes,Yes,Yes,Slightly satisfied,Very intuitive,Male,25 - 34,Yes,Black or African American,2 year degree,Never married,Employed full time,"$50,000 - $59,999",Right,40507,83319067
2019-04-15 09:56:43,2019-04-15 09:59:53,IP Address,122.164.213.1,100,190,True,2019-04-15 09:59:54,R_0NBR19vJFK3ViMh,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,5,3-5-3898-3928-3865-L,Yes,Yes,No,Extremely satisfied,Very intuitive,Female,25 - 34,No,Asian,4 year degree,Never married,Employed full time,"$100,000 - $149,999",Right,na,44571000
2019-04-15 10:08:24,2019-04-15 10:16:40,IP Address,185.213.20.149,100,495,True,2019-04-15 10:16:40,R_wMIKNN5wfwFrAOZ,,,,,43.1479034423828125,12.1096954345703125,anonymous,EN,I consent,2,6-5-7380-18192-9210-L,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Female,25 - 34,No,Other,4 year degree,Never married,Employed full time,"$20,000 - $29,999",Right,na,11274680
2019-04-15 10:17:26,2019-04-15 10:22:55,IP Address,185.213.20.149,100,328,True,2019-04-15 10:22:55,R_1P7N9X3n82uEGmJ,,,,,43.1479034423828125,12.1096954345703125,anonymous,EN,I consent,2,5-3-4264-10442-6210-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Female,25 - 34,No,Other,4 year degree,Never married,Employed full time,"$20,000 - $29,999",Right,na,24118831
2019-04-15 10:13:27,2019-04-15 10:30:57,IP Address,184.96.254.203,100,1050,True,2019-04-15 10:30:57,R_3h6MscYaeht6zhd,,,,,39.7301025390625,-104.90779876708984375,anonymous,EN,I consent,2,14-2-7001-18845-6121-L,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Male,55 - 64,No,White,4 year degree,Married,Employed part time,"$50,000 - $59,999",Right,80128,95780833
2019-04-14 10:06:00,2019-04-15 10:31:18,IP Address,157.50.63.33,100,87917,True,2019-04-15 10:31:19,R_2fE8ms1dF46qJVP,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,6,0-2-7242-11619-7951-R,No,Yes,Yes,Extremely satisfied,Very intuitive,Female,18 - 24,Yes,White,Some college,Never married,Employed part time,"$30,000 - $39,999",Right,na,93942492
2019-04-15 10:24:28,2019-04-15 10:47:28,IP Address,157.48.77.139,100,1379,True,2019-04-15 10:47:28,R_RFaXRN35FrgT6Yp,,,,,17.3784027099609375,78.47119140625,anonymous,EN,I consent,2,31-12-7655-142846-29965-R,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Male,35 - 44,No,Asian,4 year degree,Never married,Employed full time,"$60,000 - $69,999",Left,60490,524961
2019-04-15 10:31:37,2019-04-15 10:48:44,IP Address,81.92.200.239,100,1027,True,2019-04-15 10:48:45,R_31a6BRjHSrdK8sO,,,,,51.5164031982421875,-0.0930023193359375,anonymous,EN,I consent,2,83-9-215523-14481-18415-R,Yes,No,No,Extremely satisfied,Extremely intuitive,Male,18 - 24,Yes,White,4 year degree,Never married,Student,"$20,000 - $29,999",Right,na,4830854
2019-04-15 10:51:50,2019-04-15 10:56:18,IP Address,86.45.47.219,100,268,True,2019-04-15 10:56:19,R_0wZyswDZgHuhTBn,,,,,53.2682952880859375,-8.9199981689453125,anonymous,EN,I consent,19,4-1-28100-12649-16264-R,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Male,35 - 44,No,White,High school graduate,Married,Employed full time,"$20,000 - $29,999",Right,92300,3361678
2019-04-15 10:56:34,2019-04-15 11:17:56,IP Address,66.207.141.241,100,1282,True,2019-04-15 11:17:56,R_2c6ZomzaTipFZEO,,,,,40.4524993896484375,-79.9319000244140625,anonymous,EN,I consent,2,6-3-7736-392338-146400-R,Yes,Yes,Yes,Slightly satisfied,Moderately intuitive,Female,25 - 34,No,White,Some college,Never married,Student,"$60,000 - $69,999",Right,15145,65020417
2019-04-13 12:17:43,2019-04-15 11:21:36,IP Address,194.94.198.136,100,169432,True,2019-04-15 11:21:37,R_1ptcr6gKUf9MQyo,,,,,50.727203369140625,7.0850982666015625,anonymous,EN,I consent,2,6-5-48733-5057-6928-L,Yes,Yes,Yes,Extremely satisfied,Moderately intuitive,Male,25 - 34,No,White,Professional degree,Never married,Employed full time,"$40,000 - $49,999",Right,na,52926736
2019-04-15 10:59:43,2019-04-15 11:24:14,IP Address,45.59.17.12,100,1471,True,2019-04-15 11:24:14,R_3QDghmGlkt17efk,,,,,40.7427978515625,-73.97119903564453125,anonymous,EN,I consent,14,4-6-89136-15184-5633-R,Yes,Yes,Yes,Slightly satisfied,Very intuitive,Female,25 - 34,No,White,4 year degree,Never married,Employed full time,"$70,000 - $79,999",Right,11223,48019082
2019-04-15 11:13:29,2019-04-15 11:24:42,IP Address,49.207.185.61,100,673,True,2019-04-15 11:24:43,R_1rwCChJh8hSgZsd,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,2,0-5-28585-21247-12344-R,No,No,Yes,Moderately satisfied,Moderately intuitive,Female,18 - 24,Yes,White,4 year degree,Separated,Employed full time,"$20,000 - $29,999",Right,66101,61350471
2019-04-15 12:15:52,2019-04-15 12:19:51,IP Address,49.207.185.61,100,238,True,2019-04-15 12:19:51,R_1DBXUMVzRBzSgXG,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,2,0-5-4484-4946-4717-R,No,No,Yes,Slightly satisfied,Extremely intuitive,Female,18 - 24,Yes,White,4 year degree,Separated,Employed part time,"$20,000 - $29,999",Right,66102,24240595
2019-04-13 13:36:44,2019-04-15 12:33:17,IP Address,122.174.97.201,100,168992,True,2019-04-15 12:33:18,R_cFUBOAD2th6YFBD,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,2,0-5-3456-4428-3401-R,No,No,No,Moderately satisfied,Extremely intuitive,Female,18 - 24,Yes,White,4 year degree,Separated,Employed part time,"$20,000 - $29,999",Both,66103,79177702
2019-04-15 11:10:38,2019-04-15 12:37:38,IP Address,122.174.97.201,100,5219,True,2019-04-15 12:37:38,R_Z9rNSClSo2hPj3z,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,2,0-5-3898-3967-4560-L,No,No,No,Moderately satisfied,Extremely intuitive,Female,18 - 24,Yes,White,Professional degree,Separated,Employed full time,"$10,000 - $19,999",Both,66102,24895859
2019-04-15 12:51:15,2019-04-15 12:58:46,IP Address,104.153.203.107,100,451,True,2019-04-15 12:58:47,R_1FkWKwomS10hCec,,,,,45.539703369140625,-122.96379852294921875,anonymous,EN,I consent,2,5-1-4230-13368-4055-R,Yes,Yes,Yes,Moderately satisfied,Extremely intuitive,Male,25 - 34,No,White,4 year degree,Never married,Unemployed looking for work,"$20,000 - $29,999",Right,97124,11757759
2019-04-15 13:18:03,2019-04-15 13:21:31,IP Address,137.97.130.14,100,208,True,2019-04-15 13:21:32,R_31FbuypCPcrem73,,,,,9.981903076171875,76.28448486328125,anonymous,EN,I consent,2,0-5-5441-7488-4089-R,Yes,Yes,Yes,Moderately satisfied,Extremely intuitive,Male,18 - 24,No,Asian,High school graduate,Married,Employed full time,"Less than $10,000",Right,na,49163394
2019-04-15 09:33:15,2019-04-15 13:22:35,IP Address,108.213.140.246,100,13760,True,2019-04-15 13:22:36,R_DH31fquRQnaSKS5,,,,,29.8737945556640625,-95.5233001708984375,anonymous,EN,I consent,2,0-5-17639-20513-13704-L,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Male,45 - 54,No,"White,Asian",Professional degree,Never married,Employed full time,"$30,000 - $39,999",Right,77040,44844088
2019-04-15 13:33:04,2019-04-15 13:48:40,IP Address,63.117.149.130,100,936,True,2019-04-15 13:48:41,R_3PjECD1qK8uUnTm,,,,,39.01800537109375,-77.53900146484375,anonymous,EN,I consent,2,11-7-7320-7618-10777-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Male,35 - 44,Yes,White,4 year degree,Married,Employed full time,"Less than $10,000",Right,85142,15536365
2019-04-15 13:59:38,2019-04-15 14:04:58,IP Address,65.33.62.0,100,319,True,2019-04-15 14:04:58,R_WApfYDcBfOaw6vD,,,,,28.2364959716796875,-82.3289031982421875,anonymous,EN,I consent,4,12-5-33661-12606-12850-L,No,No,No,Extremely satisfied,Very intuitive,Male,35 - 44,Yes,Asian,Professional degree,Married,Employed full time,"$90,000 - $99,999",Right,33543,31381175
2019-04-15 14:29:57,2019-04-15 14:36:34,IP Address,170.83.235.70,100,396,True,2019-04-15 14:36:34,R_1erTBfWIvbSFtXd,,,,,15,-86.5,anonymous,EN,I consent,2,1-5-5721-7041-7434-R,Yes,Yes,Yes,Extremely satisfied,Very intuitive,Male,25 - 34,No,White,4 year degree,Married,Employed full time,"$50,000 - $59,999",Right,98271,64986426
2019-04-15 14:34:36,2019-04-15 14:46:30,IP Address,117.242.20.229,100,714,True,2019-04-15 14:46:31,R_1EZ0FVAVLKDM4u3,,,,,9.9799041748046875,76.57379150390625,anonymous,EN,I consent,19,0-6-9520-10017-8905-R,No,No,No,Slightly satisfied,Very intuitive,Male,25 - 34,No,Asian,Professional degree,Never married,Employed full time,"$60,000 - $69,999",Right,na,96611041
2019-04-15 14:43:45,2019-04-15 14:50:44,IP Address,88.68.28.54,100,419,True,2019-04-15 14:50:44,R_26m3ZGUuouZH48o,,,,,50,8.2711029052734375,anonymous,EN,I consent,7,6-1-12615-12029-7003-L,Yes,Yes,Yes,Slightly satisfied,Moderately intuitive,Female,25 - 34,No,White,4 year degree,Never married,Student,"$20,000 - $29,999",Right,na,92826937
2019-04-15 14:59:02,2019-04-15 15:04:46,IP Address,24.217.197.188,100,344,True,2019-04-15 15:04:47,R_T6OyyADAWAMgE13,,,,,38.6432952880859375,-90.25749969482421875,anonymous,EN,I consent,10,9-1-11191-14802-39388-R,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Female,25 - 34,Yes,White,Professional degree,Never married,Student,"Less than $10,000",Right,63108,38480959
2019-04-15 14:54:32,2019-04-15 15:04:52,IP Address,192.111.86.254,100,620,True,2019-04-15 15:04:53,R_3lSOgmgEfWrVzDU,,,,,39.089599609375,-103.8188018798828125,anonymous,EN,I consent,2,13-1-4088-4656-4001-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Male,18 - 24,No,White,Some college,Never married,Employed full time,"$10,000 - $19,999",Right,33323,11212874
2019-04-15 14:58:34,2019-04-15 15:06:46,IP Address,24.199.63.22,100,491,True,2019-04-15 15:06:46,R_sYdgfp8qOYY2gqB,,,,,34.003204345703125,-117.961700439453125,anonymous,EN,I consent,2,4-1-14634-15871-15157-R,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Female,18 - 24,No,Asian,4 year degree,Married,Employed full time,"$90,000 - $99,999",Right,91706,30088981
2019-04-15 15:01:08,2019-04-15 15:09:36,IP Address,104.194.218.212,100,507,True,2019-04-15 15:09:37,R_3EsaujnVHYmPChC,,,,,39.048095703125,-77.47280120849609375,anonymous,EN,I consent,2,9-9-4691-5691-3983-R,No,Yes,No,Slightly satisfied,Moderately intuitive,Female,18 - 24,No,Black or African American,4 year degree,Never married,Student,"$20,000 - $29,999",Right,NA,31496804
2019-04-15 16:51:08,2019-04-15 16:53:52,IP Address,150.135.165.37,100,164,True,2019-04-15 16:53:53,R_27UKWAQZc8uoVVa,,,,,32.233795166015625,-110.9499969482421875,anonymous,EN,I consent,2,0-5-3063-8510-3732-L,Yes,Yes,Yes,Slightly satisfied,Moderately intuitive,Female,18 - 24,No,White,Some college,Never married,Student,"$80,000 - $89,999",Right,50613,50452928
2019-04-15 17:14:05,2019-04-15 17:20:25,IP Address,186.223.138.228,100,380,True,2019-04-15 17:20:26,R_6WNjLg4aLDrqgTf,,,,,-8.01019287109375,-34.9503021240234375,anonymous,EN,I consent,2,4-2-10995-9432-6118-L,Yes,Yes,Yes,Neither satisfied nor dissatisfied,Slightly intuitive,Male,25 - 34,No,Other,4 year degree,Never married,Unemployed not looking for work,"$50,000 - $59,999",Right,na,21669740
2019-04-15 18:22:13,2019-04-15 18:31:12,IP Address,66.35.127.34,100,539,True,2019-04-15 18:31:12,R_3L1fpJ2pg3xxldl,,,,,45.466094970703125,-98.48560333251953125,anonymous,EN,I consent,2,1-6-8078-8115-18093-R,Yes,Yes,Yes,Neither satisfied nor dissatisfied,Slightly intuitive,Female,35 - 44,No,White,4 year degree,Married,Unemployed not looking for work,"$80,000 - $89,999",Right,57401,43789739
2019-04-15 18:31:07,2019-04-15 18:35:50,IP Address,108.198.54.104,100,282,True,2019-04-15 18:35:50,R_2tbQKGGEwHSlvdE,,,,,33.9134979248046875,-84.6858978271484375,anonymous,EN,I consent,2,0-5-13809-6856-7521-L,Yes,Yes,Yes,Slightly satisfied,Moderately intuitive,Female,25 - 34,No,Black or African American,Some college,Never married,Employed full time,"$40,000 - $49,999",Right,30127,1567858
2019-04-15 18:46:34,2019-04-15 18:50:39,IP Address,75.188.119.82,100,245,True,2019-04-15 18:50:39,R_3g7wntXQNfBJE5B,,,,,40.08099365234375,-82.93830108642578125,anonymous,EN,I consent,0,1-6-62783-11002-13524-L,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Female,25 - 34,No,White,Some college,Never married,Employed part time,"$60,000 - $69,999",Right,43229,85592425
2019-04-15 19:05:12,2019-04-15 19:09:44,IP Address,181.52.131.87,100,271,True,2019-04-15 19:09:44,R_3e8C71Pksi0enGW,,,,,1.213592529296875,-77.281097412109375,anonymous,EN,I consent,7,1-5-11321-8360-8912-R,No,No,No,Moderately satisfied,Very intuitive,Female,25 - 34,Yes,White,Some college,Never married,Employed full time,"Less than $10,000",Right,na,67919049
2019-04-15 19:03:34,2019-04-15 19:12:40,IP Address,108.64.192.39,100,546,True,2019-04-15 19:12:41,R_yKjboyBLUOyq72V,,,,,32.8545074462890625,-97.13590240478515625,anonymous,EN,I consent,2,5-1-28039-21983-12195-R,Yes,Yes,No,Slightly satisfied,Moderately intuitive,Female,55 - 64,No,White,Some college,Divorced,Disabled,"$10,000 - $19,999",Right,76021,61790823
2019-04-15 19:07:11,2019-04-15 19:14:03,IP Address,70.162.165.42,100,411,True,2019-04-15 19:14:03,R_3g7sYFmRjOSOdZL,,,,,33.3907928466796875,-111.91840362548828125,anonymous,EN,I consent,2,7-3-12412-16272-9704-L,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Female,35 - 44,No,White,High school graduate,Married,Employed part time,"$20,000 - $29,999",Right,85282,3188962
2019-04-15 18:59:16,2019-04-15 19:17:27,IP Address,110.227.239.175,100,1090,True,2019-04-15 19:17:27,R_3RkG2ueQ5hl5hpk,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,11,3-7-15617-12999-19926-R,Yes,Yes,Yes,Extremely satisfied,Very intuitive,Male,18 - 24,Yes,White,4 year degree,Married,Employed full time,"$10,000 - $19,999",Right,75457,82602773
2019-04-15 19:31:04,2019-04-15 19:39:00,IP Address,76.187.193.218,100,476,True,2019-04-15 19:39:00,R_1QsUVd6CUzcwCs7,,,,,33.0325927734375,-96.78589630126953125,anonymous,EN,I consent,2,0-7-5920-9750-7196-R,Yes,Yes,Yes,Slightly satisfied,Very intuitive,Male,35 - 44,No,White,4 year degree,Married,Employed part time,"$20,000 - $29,999",Right,75074,65360039
2019-04-15 19:46:46,2019-04-15 19:52:36,IP Address,138.94.191.63,100,349,True,2019-04-15 19:52:36,R_11iFILtCT5dcMVc,,,,,-26.9640960693359375,-48.63079833984375,anonymous,EN,I consent,2,0-5-31688-85089-1555379410599-R,Yes,No,Yes,Extremely satisfied,Extremely intuitive,Male,25 - 34,Yes,White,4 year degree,Married,Employed full time,"$30,000 - $39,999",Right,Na,57892327
2019-04-15 19:48:29,2019-04-15 19:54:42,IP Address,65.43.115.193,100,372,True,2019-04-15 19:54:42,R_3eqK9MHRC9WlHMD,,,,,29.5894012451171875,-98.52010345458984375,anonymous,EN,I consent,1,11-3-4340-6082-14031-R,Yes,Yes,Yes,Moderately satisfied,Extremely intuitive,Male,18 - 24,No,White,4 year degree,Never married,Employed full time,"$60,000 - $69,999",Right,78249,67419192
2019-04-15 19:41:37,2019-04-15 19:57:18,IP Address,73.250.235.229,100,940,True,2019-04-15 19:57:18,R_3qjQGwgErL3570L,,,,,39.1360931396484375,-77.28240203857421875,anonymous,EN,I consent,2,0-5-17475-56227-11041-R,Yes,Yes,Yes,Slightly satisfied,Very intuitive,Female,45 - 54,No,Other,Some college,Married,Employed full time,"$30,000 - $39,999",Both,20874,69990366
2019-04-15 19:58:55,2019-04-15 20:03:33,IP Address,142.160.57.17,100,277,True,2019-04-15 20:03:33,R_1CEjgWbixd6cFJW,,,,,49.9696044921875,-97.15540313720703125,anonymous,EN,I consent,2,4-1-9228-12436-4092-R,Yes,Yes,Yes,Neither satisfied nor dissatisfied,Moderately intuitive,Female,18 - 24,No,White,4 year degree,Never married,Employed part time,"$100,000 - $149,999",Left,na,66268358
2019-04-15 19:51:24,2019-04-15 20:04:32,IP Address,157.46.103.72,100,787,True,2019-04-15 20:04:32,R_3sctdUY20TnoT9n,,,,,10.80499267578125,78.68560791015625,anonymous,EN,I consent,2,0-5-28137-9570-4952-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Male,25 - 34,No,Asian,Professional degree,Married,Employed part time,"Less than $10,000",Right,"na ",1503771
2019-04-15 20:55:26,2019-04-15 21:05:18,IP Address,108.226.232.81,100,591,True,2019-04-15 21:05:37,R_1LRqchjfFidzOZy,,,,,25.948699951171875,-80.28189849853515625,anonymous,EN,I consent,19,2-4-13819-16999-9451-R,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Female,18 - 24,No,Black or African American,Some college,Never married,Unemployed looking for work,"$10,000 - $19,999",Right,33055,58598235
