OBJECTID,ID,STATION,STATIONURL,STA_ID,SYSTEM,SYS_AGENCY,NTDID,LATITUDE,LONGITUDE,UA,UACODE,STATUS,SOURCE,SOURCEDATE,GRD_ELEV,ADDRESS,CITY,STATE,ZIP,STATIONSYS
3670,3019340,Woodland Av & 72nd St,NOT AVAILABLE,20705,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.918518,-75.244368,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 72ND ST,PHILADELPHIA,PA,19142,Woodland Av & 72nd St - SEPTA
3671,3019341,Woodland Av & 71st St,NOT AVAILABLE,20706,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.919483,-75.242991,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 71ST ST,PHILADELPHIA,PA,19142,Woodland Av & 71st St - SEPTA
3672,3019342,Woodland Av & 70th St,NOT AVAILABLE,20707,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.920584,-75.24143,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 70TH ST,PHILADELPHIA,PA,19142,Woodland Av & 70th St - SEPTA
3673,3019343,Woodland Av & 69th St,NOT AVAILABLE,20708,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.921557,-75.24004,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 69TH ST,PHILADELPHIA,PA,19142,Woodland Av & 69th St - SEPTA
3674,3019344,Woodland Av & 68th St,NOT AVAILABLE,20709,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.922665,-75.238478,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 68TH ST,PHILADELPHIA,PA,19142,Woodland Av & 68th St - SEPTA
3675,3019345,Woodland Av & 67th St,NOT AVAILABLE,20710,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.923787,-75.236886,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 67TH ST,PHILADELPHIA,PA,19142,Woodland Av & 67th St - SEPTA
3676,3019346,Woodland Av & 66th St,NOT AVAILABLE,20711,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.92471856,-75.23555344,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 66TH ST,PHILADELPHIA,PA,19142,Woodland Av & 66th St - SEPTA
3677,3019347,Woodland Av & 65th St,NOT AVAILABLE,20712,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.925582,-75.234327,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 65TH ST,PHILADELPHIA,PA,19142,Woodland Av & 65th St - SEPTA
3678,3019348,Woodland Av & 64th St,NOT AVAILABLE,20713,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.926459,-75.233085,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 64TH ST,PHILADELPHIA,PA,19142,Woodland Av & 64th St - SEPTA
3679,3019349,Woodland Av & 63rd St,NOT AVAILABLE,20714,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.92742,-75.231712,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 63RD ST,PHILADELPHIA,PA,19142,Woodland Av & 63rd St - SEPTA
3680,3019350,Woodland Av & 60th St,NOT AVAILABLE,20716,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.93033446,-75.22756961,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 60TH ST,PHILADELPHIA,PA,19142,Woodland Av & 60th St - SEPTA
3681,3019351,Woodland Av & 61st St,NOT AVAILABLE,20717,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.929157,-75.229232,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 61ST ST,PHILADELPHIA,PA,19142,Woodland Av & 61st St - SEPTA
3682,3019352,Woodland Av & 58th St,NOT AVAILABLE,20718,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.93239457,-75.22463763,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 58TH ST,PHILADELPHIA,PA,19143,Woodland Av & 58th St - SEPTA
3683,3019353,Woodland Av & 57th St,NOT AVAILABLE,20719,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.933395,-75.223238,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 57TH ST,PHILADELPHIA,PA,19143,Woodland Av & 57th St - SEPTA
3684,3019354,Woodland Av & 56th St,NOT AVAILABLE,20720,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.934459,-75.221725,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 56TH ST,PHILADELPHIA,PA,19143,Woodland Av & 56th St - SEPTA
3685,3019355,Woodland Av & 55th St,NOT AVAILABLE,20721,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.935423,-75.220353,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 55TH ST,PHILADELPHIA,PA,19143,Woodland Av & 55th St - SEPTA
3686,3019356,Woodland Av & 54th St,NOT AVAILABLE,20722,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.936383,-75.218989,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 54TH ST,PHILADELPHIA,PA,19143,Woodland Av & 54th St - SEPTA
3687,3019357,Woodland Av & 52nd St,NOT AVAILABLE,20723,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.938303,-75.216251,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 52ND ST,PHILADELPHIA,PA,19143,Woodland Av & 52nd St - SEPTA
3688,3019358,Woodland Av & 51st St,NOT AVAILABLE,20724,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.939101,-75.215116,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 51ST ST,PHILADELPHIA,PA,19143,Woodland Av & 51st St - SEPTA
3689,3019359,Woodland Av & 48th St,NOT AVAILABLE,20726,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.942056,-75.211727,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 48TH ST,PHILADELPHIA,PA,19143,Woodland Av & 48th St - SEPTA
3690,3019360,Woodland Av & 46th St,NOT AVAILABLE,20727,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.94441886,-75.20976511,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 46TH ST,PHILADELPHIA,PA,19143,Woodland Av & 46th St - SEPTA
3691,3019361,Woodland Av & 45th St,NOT AVAILABLE,20728,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.945442,-75.208608,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 45TH ST,PHILADELPHIA,PA,19104,Woodland Av & 45th St - SEPTA
3692,3019362,Woodland Av & 42nd St,NOT AVAILABLE,20729,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.946844,-75.2069945,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 42ND ST,PHILADELPHIA,PA,19104,Woodland Av & 42nd St - SEPTA
3693,3019363,37th St Trolley Station,NOT AVAILABLE,20731,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.95107871,-75.1969175,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,BELOW,37TH ST & SPRUCE ST,PHILADELPHIA,PA,19104,37th St Trolley Station - SEPTA
3694,3019364,36th St Trolley Station,NOT AVAILABLE,20732,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.95398782,-75.19461075,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,BELOW,36TH ST & SANSOM ST,PHILADELPHIA,PA,19104,36th St Trolley Station - SEPTA
3695,3019365,Woodland Av & 41st St,NOT AVAILABLE,20735,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.94810972,-75.20559781,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 41ST ST,PHILADELPHIA,PA,19104,Woodland Av & 41st St - SEPTA
3696,3019366,Woodland Av & 43rd St,NOT AVAILABLE,20737,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.945699,-75.208318,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 43RD ST,PHILADELPHIA,PA,19104,Woodland Av & 43rd St - SEPTA
3697,3019367,Woodland Av & 53rd St,NOT AVAILABLE,20743,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.937343,-75.217626,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 53RD ST,PHILADELPHIA,PA,19143,Woodland Av & 53rd St - SEPTA
3698,3019368,Woodland Av & Chester Av,NOT AVAILABLE,20805,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.94852013,-75.20508638,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & CHESTER AVE,PHILADELPHIA,PA,19104,Woodland Av & Chester Av - SEPTA
3699,3019369,Woodland Av & 47th St,NOT AVAILABLE,20958,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.943352,-75.210839,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,WOODLAND AVE & 47TH ST,PHILADELPHIA,PA,19143,Woodland Av & 47th St - SEPTA
3700,3019370,Main St & Mill St,NOT AVAILABLE,24568,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.91816269,-75.25985793,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,MAIN ST & MILL ST,DARBY,PA,19023,Main St & Mill St - SEPTA
3701,3019371,Main St & Powell Av,NOT AVAILABLE,25241,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.918212,-75.260717,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,MAIN ST & POWELL AVE,DARBY,PA,19023,Main St & Powell Av - SEPTA
3702,3019372,Chester Av & 58th St,NOT AVAILABLE,320,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.935739,-75.228522,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 58TH ST,PHILADELPHIA,PA,19143,Chester Av & 58th St - SEPTA
3703,3019373,Chester Av & 49th St,NOT AVAILABLE,321,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.944176,-75.216546,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 49TH ST,PHILADELPHIA,PA,19143,Chester Av & 49th St - SEPTA
3704,3019374,Kingsessing Av & Cemetery Av - Mt Moriah Loop,NOT AVAILABLE,324,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.92904211,-75.23533993,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,KINGSESSING AVE & CEMETERY AVE,PHILADELPHIA,PA,19142,Kingsessing Av & Cemetery Av - Mt Moriah Loop - SEPTA
3705,3019375,Chester Av & Allen Dr Yeadon Loop,NOT AVAILABLE,325,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9246571,-75.25237184,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & ALLEN DR,YEADON,PA,19050,Chester Av & Allen Dr Yeadon Loop - SEPTA
3706,3019376,9th St & Ridge Av,NOT AVAILABLE,20768,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.920052,-75.260444,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,9TH ST & RIDGE AVE,DARBY,PA,19023,9th St & Ridge Av - SEPTA
3707,3019377,9th St & Summit Av,NOT AVAILABLE,20770,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.92127148,-75.25881957,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,9TH ST & SUMMIT AVE,DARBY,PA,19023,9th St & Summit Av - SEPTA
3708,3019378,9th St & Cedar Av,NOT AVAILABLE,20772,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.92260614,-75.2560298,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,9TH ST & CEDAR AVE,DARBY,PA,19023,9th St & Cedar Av - SEPTA
3709,3019379,Chester Av & Alfred Av,NOT AVAILABLE,20773,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.923781,-75.254215,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & ALFRED AVE,YEADON,PA,19050,Chester Av & Alfred Av - SEPTA
3710,3019380,Chester Av & Stetser Av,NOT AVAILABLE,20775,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.925184,-75.250734,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & STETSER AVE,YEADON,PA,19050,Chester Av & Stetser Av - SEPTA
3711,3019381,Chester Av & Duncan Av,NOT AVAILABLE,20776,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.925698,-75.249071,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & DUNCAN AVE,YEADON,PA,19050,Chester Av & Duncan Av - SEPTA
3712,3019382,Chester Av & Yeadon Av,NOT AVAILABLE,20777,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.92615,-75.247402,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & YEADON AVE,YEADON,PA,19050,Chester Av & Yeadon Av - SEPTA
3713,3019383,Chester Av & Church Ln,NOT AVAILABLE,20778,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.92645517,-75.24631608,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & CHURCH LN,YEADON,PA,19050,Chester Av & Church Ln - SEPTA
3714,3019384,Chester Av & 65th St,NOT AVAILABLE,20779,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.929365,-75.244819,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 65TH ST,YEADON,PA,19050,Chester Av & 65th St - SEPTA
3715,3019385,65th St & Cobbs Creek Pkwy,NOT AVAILABLE,20780,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.9294975,-75.2432975,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,65TH ST & COBBS CREEK PKWY,PHILADELPHIA,PA,19142,65th St & Cobbs Creek Pkwy - SEPTA
3716,3019386,65th St & Chester Av,NOT AVAILABLE,20782,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.92874582,-75.23858171,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,65TH ST & CHESTER AVE,PHILADELPHIA,PA,19142,65th St & Chester Av - SEPTA
3717,3019387,Kingsessing Av & 61st St,NOT AVAILABLE,20784,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.931146,-75.232334,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,KINGSESSING AVE & 61ST ST,PHILADELPHIA,PA,19142,Kingsessing Av & 61st St - SEPTA
3718,3019388,Kingsessing Av & 62nd St,NOT AVAILABLE,20785,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.930085,-75.233851,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,KINGSESSING AVE & 62ND ST,PHILADELPHIA,PA,19142,Kingsessing Av & 62nd St - SEPTA
3719,3019389,Kingsessing Av & 60th St,NOT AVAILABLE,20786,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.93255366,-75.23030091,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,KINGSESSING AVE & 60TH ST,PHILADELPHIA,PA,19142,Kingsessing Av & 60th St - SEPTA
3720,3019390,Chester Av & 59th St,NOT AVAILABLE,20788,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.934819,-75.229937,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 59TH ST,PHILADELPHIA,PA,19143,Chester Av & 59th St - SEPTA
3721,3019391,Chester Av & 48th St,NOT AVAILABLE,20789,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.945048,-75.215299,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 48TH ST,PHILADELPHIA,PA,19143,Chester Av & 48th St - SEPTA
3722,3019392,Chester Av & 47th St,NOT AVAILABLE,20790,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.945969,-75.213974,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 47TH ST,PHILADELPHIA,PA,19143,Chester Av & 47th St - SEPTA
3723,3019393,Chester Av & 57th St,NOT AVAILABLE,20791,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.93671,-75.227178,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 57TH ST,PHILADELPHIA,PA,19143,Chester Av & 57th St - SEPTA
3724,3019394,Chester Av & 56th St,NOT AVAILABLE,20792,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.937771,-75.225652,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 56TH ST,PHILADELPHIA,PA,19143,Chester Av & 56th St - SEPTA
3725,3019395,Chester Av & 55th St,NOT AVAILABLE,20793,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.938719,-75.224301,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 55TH ST,PHILADELPHIA,PA,19143,Chester Av & 55th St - SEPTA
3726,3019396,Chester Av & 54th St,NOT AVAILABLE,20794,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.939674,-75.222944,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 54TH ST,PHILADELPHIA,PA,19143,Chester Av & 54th St - SEPTA
3727,3019397,Chester Av & 53rd St,NOT AVAILABLE,20795,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.940644,-75.221552,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 53RD ST,PHILADELPHIA,PA,19143,Chester Av & 53rd St - SEPTA
3728,3019398,Chester Av & 52nd St,NOT AVAILABLE,20796,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.94161,-75.220181,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 52ND ST,PHILADELPHIA,PA,19143,Chester Av & 52nd St - SEPTA
3729,3019399,Chester Av & 51st St,NOT AVAILABLE,20797,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.942419,-75.219045,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 51ST ST,PHILADELPHIA,PA,19143,Chester Av & 51st St - SEPTA
3730,3019400,Chester Av & 46th St,NOT AVAILABLE,20799,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.946894,-75.212677,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 46TH ST,PHILADELPHIA,PA,19143,Chester Av & 46th St - SEPTA
3731,3019401,Chester Av & 45th St,NOT AVAILABLE,20800,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.947773,-75.211418,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 45TH ST,PHILADELPHIA,PA,19104,Chester Av & 45th St - SEPTA
3732,3019402,Chester Av & 43rd St,NOT AVAILABLE,20801,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.948409,-75.209053,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 43RD ST,PHILADELPHIA,PA,19104,Chester Av & 43rd St - SEPTA
3733,3019403,Chester Av & 42nd St,NOT AVAILABLE,20802,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.948474,-75.207071,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 42ND ST,PHILADELPHIA,PA,19104,Chester Av & 42nd St - SEPTA
3734,3019404,Chester Av & 41st St,NOT AVAILABLE,20803,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.948516,-75.20568,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 41ST ST,PHILADELPHIA,PA,19104,Chester Av & 41st St - SEPTA
3735,3019405,Chester Av & 60th St,NOT AVAILABLE,20822,SEPTA,SOUTHEASTERN PENNSYLVANIA TRANSPORTATION AUTHORITY,3019,39.93371225,-75.23146695,"PHILADELPHIA, PA-NJ-DE-MD",5,OPEN,http://www3.septa.org/developer/,2015-12-04T00:00:00.000Z,GROUND,CHESTER AVE & 60TH ST,PHILADELPHIA,PA,19143,Chester Av & 60th St - SEPTA
